Country Name,Country Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,
Cameroon,CMR,,,,,,266464380.078585,271086142.290083,291462301.560685,329610755.087458,338128021.707905,361066827.03631,383502840.862664,478915810.411241,585492710.279368,637295410.102088,831961091.002921,800165733.070238,1142137450.50975,1461960441.53953,1824450350.59909,1914051395.87542,1796626492.69591,1785419299.62998,1593424809.35061,1606566520.43555,1759421541.05724,2564637171.35631,3130147857.53216,2929609802.91303,2808948819.82694,2954844008.84727,2872315475.44566,3208637477.24712,2951033185.17347,1745747815.53542,2080044905.08234,2032593723.14547,2046532269.46624,2146760495.00993,2195054130.04918,1914425561.94805,2039643916.1401,2268840565.66892,2790618515.96507,3306062764.29918,3264812942.76203,3267284912.33967,3794430089.64893,4434753465.69507,4577429238.85387,4750465669.06692,5114563093.66224,5023001528.92051,5640660605.11084,6122341502.79905,5543192945.43731,5813584954.31025,6025909974.00013,6595204038.55277,6665630104.23085,7134039048.89973,7666958745.47613,,
"Congo, Dem. Rep.",COD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3291078561.27961,3191025752.97311,1919700276.48247,2893149296.55359,2891277892.01846,2467105881.81818,6102898550.72464,2445000000,2320242500.53146,2328579315.01287,2458973098.9895,2581861880.36497,3065257278.3564,3615576615.22075,4475901035.68347,4414940225.92147,4621208405.2175,5404919981.51587,5990505455.80073,6312637780.50056,6665621816.52208,6965629702.209,6906981310.05873,7490820896.75358,8984371083.06906,10062626854.3582,10173767004.1448,10540833731.8723,,
"Congo, Rep.",COG,31089329.9112664,31081090.4407712,32979069.0500085,36089934.3038891,39199402.8585073,37949749.2330521,42331757.5026973,47154291.7850256,49280048.0345451,46930193.2819875,49203493.6588984,55201175.1711711,67452922.4083555,85244154.6948589,88490182.6334714,111052577.619484,101694704.899173,118039877.066277,140922553.338656,171585736.49882,199262109.944169,157140439.9426,169808089.595647,159027554.993338,151731064.407576,160929602.484082,223571037.066704,274289422.030052,306813954.980934,309082872.321129,359943717.791432,308393723.384345,338129098.620386,301946677.244458,182491251.952293,221176696.692274,228324592.139613,212277713.837247,213576779.377277,196759128.78106,171217451.693913,162206953.954115,189992060.119369,219866479.829018,256571686.470537,405931892.218313,388531878.989085,432092433.106988,494903587.443946,513383772.768234,531002479.212068,623700526.643474,672113927.494382,765056458.640582,814538359.027806,705858422.795083,716140016.39539,823758758.185558,944478536.096636,972261863.832562,1178489400.36763,1271383171.39159,,
Colombia,COL,,,,,,1571904761.90476,1444444444.44444,1566517540.17109,1600876519.94574,1668485194.87117,1805879355.0276,1839284012.18062,2092451078.58067,2489086489.30709,3016073395.05865,3128801228.67998,3624960368.92924,4876897390.018,5360020462.9748,5997654430.37677,6466349255.36663,7003938395.13151,7312399938.832,7247858478.90182,6659458923.30201,5928802761.82492,6106872822.51489,6570379136.27282,6567825404.20552,6349026195.95485,8165446183.2517,8583495774.4254,9810851345.39038,9945644277.38859,12117885666.404,12967731446.4746,12406198519.1657,13446000138.1142,13029806346.9344,11204865570.0111,8296298964.5098,8172172849.1309,8336656695.18349,7882466698.11591,9262299519.26356,10961145029.5587,11615154917.5311,14297799508.109,16195973388.7468,15546812569.1268,18124697323.3737,20403763142.9318,20707376395.634,20606433195.8066,20759013598.3476,17551455569.5439,18684586308.5761,19928321050.7978,20806210846.7681,20713650573.7703,19977514284.0091,23361443597.1694,,
Comoros,COM,,,,,,,,,,,,,,,,,,,,,62339725.2337917,57678769.0387228,54056028.0094399,56289934.362525,54257551.7275313,57790691.8767607,82017770.5650832,99153506.7579708,104725366.187929,100311718.665754,126205408.383453,124588583.308668,134364931.602904,133037764.488088,93765880.2090688,117054010.729328,116345201.480477,107059532.775888,108721987.222313,112351350.637302,103151001.772251,111192770.849646,125131442.407804,160653687.973805,186157644.622614,192075334.092986,205173712.773647,230400253.165051,266813153.961136,271901147.680555,276171348.792239,312698320.631853,306510047.992086,343683885.010908,345007929.131179,295591787.984361,317711026.242974,343691259.0478,400864361.829812,425667137.923525,438532237.465143,460262845.234999,,
Cabo Verde,CPV,,,,,,,,,,,,,,,,,,,,,26401086.2503703,21997814.9572746,17691518.5793222,16695830.9734982,15652826.0006433,17890347.9909245,25988186.3973877,41513584.3390951,46773905.0195997,43355735.7770964,44163792.4756502,42834459.7244006,42124281.8077568,49710796.1256792,52282015.1176564,66644751.6687703,62488769.4254251,57306288.8623989,57134851.9733491,80825602.4038183,69408163.45287,64281110.0749676,64231661.8879407,82494687.9713665,91231185.1886073,87513263.9639376,92135644.5924475,128876783.47702,138600861.47393,141235548.269891,132942949.397625,146347041.824289,147122740.068815,153201674.441,149085140.513883,139518744.648375,132969869.021478,119260472.420657,104066930.297087,91817050.9831951,82868758.6328732,85380797.2915131,,
Costa Rica,CRI,133740219.647641,126828696.729269,123757537.480639,125231199.530834,133306266.071187,139471698.113208,150052830.188679,162279245.283019,180135849.056604,197615094.339623,221781132.075472,220003622.204111,248816880.180859,309261599.566709,323631778.058008,398809801.633606,491586931.155192,672415402.567094,719218203.033839,746627771.295216,860221703.61727,603975500.039057,638484549.559304,692209606.221803,776310441.540711,739421782.178218,923467741.935484,819133343.954118,828263623.169284,904247318.456417,901728206.248634,859563299.028016,1019134007.84945,1133483463.30529,1291968529.93028,1477211812.61482,1413380906.5524,1577215257.52365,1726811995.02313,1583671876.57519,1388584061.13112,1338729323.1368,1397221608.58207,1526837102.29268,1647485929.94314,1727951679.91965,1914881023.37408,2128007655.40329,2149025564.21496,2167458845.29242,2442232498.55704,2394651872.72502,2423381390.5904,2437101620.79594,2542501621.16314,2680488997.61264,2891951738.39087,2844118693.47157,2798813050.88197,2706863454.89981,2743823708.59747,2863276015.17885,,
Caribbean small states,CSS,,,,,,,,,,,,,,,,,,,747438681.234321,844984278.748159,950170156.283454,957774528.479401,946581249.513452,891489425.650565,793111959.143705,952267477.406757,948179974.211815,1010089231.22294,1052938361.45318,954383603.408663,1024999377.6249,1060654294.54354,1125739832.8424,1131619469.98305,1226303059.69598,1434941649.91502,1511837043.85121,1541756029.33176,1473895771.96261,1457663577.57239,1412485692.48164,1381435285.7119,1419920447.19992,1389775340.82376,1390442469.26273,1447494374.365,2294808044.08327,2306379887.49393,2570754949.41256,2608887331.24062,2732877967.95884,2808083831.49067,3058929209.72288,3161286956.39353,3159920105.75369,3417593904.09043,3074891686.53433,3343938630.43859,3202841196.62114,3129364644.1985,3201429032.22631,3426344404.65293,,
Cuba,CUB,,,,,,,,,,,690069500,837990300,985891920.251836,1210834258.14234,1383838658.53659,1578009756.09756,1669568574.90865,1721541566.26506,2167218571.42857,2385260410.9589,2392528194.44444,2434116626.50602,2550530470.58824,2726304540.16298,2969287307.91121,2565495468.93766,3005094072.4742,3185737250.41333,3516361081.7942,3437648468.53774,3735522207.44681,3106670260.67968,2744525540.54054,2140804189.18919,2247363108.10811,2094573981.87157,1784600000,1823000000,1574400000,1737100000,2017700000,2021200000,1997200000,2062600000,2091400000,1860828700,1662870370.37037,2120648148.14815,2149074074.07407,2259259259.25926,2152777777.77778,2487000000,2816000000,3028000000,3176000000,3342000000,3599000000,3681000000,3785000000,3690000000,2965000000,,,
Curacao,CUW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9720670.39106145,6145251.39664804,7486033.51955307,6871508.37988827,6871508.37988827,5642458.10055866,5586592.17877095,4657262.5698324,5054860.33519553,5044525.1396648,5246815.6424581,,
Cayman Islands,CYM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9824912.99651986,11165726.6290652,12031921.2768511,13455058.2023281,13005160.2064083,13773670.9468379,14188047.5219009,15023160.9264371,16334453.3781351,17830193.2077283,19611424.4569783,21612144.4857794,22596423.8569543,24618624.7449898,24792391.6956678,,,
Cyprus,CYP,,,,,,,,,,,,,,,,77013834.6535758,91615369.0800768,97093422.7915015,105253091.233151,131981796.407186,206562189.054726,193260251.046025,200144389.642417,170670077.864294,203737487.537388,182010364.683301,226462033.898305,275332521.315469,306990840.652447,316242958.579882,383505505.761844,357253030.30303,395629204.693611,369895053.003534,376299166.666667,474417852.522639,458367628.607277,374307867.730901,444230769.230769,409307443.365696,364210179.076343,401441712.204007,432627884.615385,487758776.896942,534047500,504804128.839697,456851085.183791,485017793.594306,582876812.655632,516007224.228952,530880286.358213,593010857.461025,501292560.709238,487929339.885775,428506709.180284,371900588.039499,451196590.657516,424978535.924085,442445677.846008,458014105.003918,469314677.327242,483051448.846836,,
Czechia,CZE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1739289472.78153,2044818377.62724,2427581009.79653,2624589245.98087,2169622633.17623,2342911663.75476,2097011212.29302,2009742068.37585,2172248703.192,2186073931.0783,2442234747.77553,2893991392.92913,3133228146.62693,3383048027.04951,3972760019.11923,4546705951.95558,3644179824.79148,3220923383.03248,4551106422.85649,4701774996.80756,5005880424.27624,5052776105.02228,4157812896.9968,4096290562.91108,4498524148.35518,4821279418.92705,4699538859.03041,4822610700.014,5200485895.94753,,
Germany,DEU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20586918090.7484,21431433938.6349,19917189163.6105,21511389658.9129,25740412174.1504,26025474395.633,22814121362.5085,21837279093.031,21036295528.1854,19378314890.9804,21081327819.6851,18716686322.353,20820138178.0392,26766290048.6487,20695441680.9338,22088494503.5294,26680466467.4511,31397687746.875,23719669866.4062,27323020500.0001,34119607159.5331,29907310703.9063,35196456157.255,35178700768.6273,22989107093.75,24234536752.5292,31436767778.8236,27387516036.8627,30165360141.1764,29267633095.7199,36240345841.0847,,
Djibouti,DJI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24409045.6389509,27183056.588698,25674491.4782159,25934614.3674636,35754458.9553289,41275374.885354,46930535.502276,53478990.102464,,,
Dominica,DMA,,,,,,,,,,,,,,,,,,11321703.7037037,14759706.2962963,12415413.7037037,15624089.6296296,17140217.4074074,17566008.5185185,18511399.6296296,19943293.3333333,21961909.6296296,27191172.5925926,30004988.5185185,32290052.962963,28679312.962963,32918518.5185185,34462962.962963,34692592.5925926,34766666.6666667,38085185.1851852,33400000,37914814.8148148,38007407.4074074,38900000,40266666.6666667,39696296.2962963,38425925.9259259,36118518.5185185,37896296.2962963,41118518.5185185,41844444.4444444,40981481.4814815,44018518.5185185,52988888.8888889,61388888.8888889,56622222.2222222,62633333.3333333,58414814.8148148,69685185.1851852,69992592.5925926,76003703.7037037,93762962.962963,69914814.8148148,61155555.5555556,73281481.4814815,76418518.5185185,94162962.962963,,
Denmark,DNK,,,,,,,798142817.013683,751541209.504913,729874800,866552933.333333,786211200,869905336.439411,1111862489.74717,1621422927.51467,1761432016.93219,1786657791.23595,1915465177.83292,2321732409.38166,2842504624.08878,2795918646.64512,2898076970.8476,2679007215.65545,2810700998.51183,2444755166.75779,2750392696.44478,2643793930.01397,3415085650.72303,3776453225.73571,3653735274.45592,3935683565.42913,4544696861.97201,4218121003.67388,4269075230.69532,3855013494.96445,4061703927.30246,5276214301.01385,5240001552.07202,4576404118.40412,3795773489.73257,3454288007.79794,3532455122.4159,3855311313.50026,3181700254.60119,3513059945.04911,4078593580.47771,3029853090.76356,3296146835.27275,3751358451.05351,3031099036.8961,2677831707.36257,3870088859.05682,4513782094.94432,5413423638.90729,4473907148.32411,4880004929.50218,2898337401.06102,3009548116.21708,4333516836.06772,3663222560.45653,4387674973.54051,4835740137.6035,3454035694.13212,,
Dominican Republic,DOM,,,,,,206400000,215600000,210400000,219300000,262100000,345200000,370600000,409000000,521200000,648100000,772800000,752700000,920500000,886300000,1026800000,1336000000,1350000000,1411000100,1484999900,1915000100,660862269.485318,1063251041.55907,691583463.379109,846298601.226994,924607145.11041,949487009.254806,1228625330.99023,1394135696,1410332088,1463663512.14254,1632920947.94095,1677032148.75584,1830458235.45791,1948725894.53925,1731311953.72101,1632941241.54127,1791488299.08334,1846739816.97266,1432695917.603,1567137738.10347,2580255204.27437,2598073954.95496,2862840823.1063,3048959011.74072,2961949741.32587,3262557419.21116,3271055952.59349,3277466774.15991,3325204763.78471,3488959471.59223,3903174274.89982,4169265784.42355,4274025158.62197,4404205051.50475,4649218711.80176,4763384971.11872,5339628787.28301,,
Algeria,DZA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5402507589.31053,4599680041.66899,5337291976.94748,5236132672.53918,6657820272.62743,8055803032.44769,7937300327.66392,8827460610.6824,10218609833.113,11263262045.0027,12820128456.0769,13648522571.4516,16222238369.901,18335908481.2216,20663211051.2496,21993348142.8164,19218254985.0335,19556326529.4934,19996440575.6355,20769269034.8886,21189591264.9472,20496747038.8904,21246161090.5612,,
East Asia & Pacific (excluding high income),EAP,23636566445.3165,29503569140.1657,29198235947.3966,31933911964.9932,35431393599.1818,41013809227.9356,44629857183.8903,45376983134.5447,46740178175.0927,48191548339.8166,50513377919.4042,52521118479.6613,57858689424.3085,73069932321.9552,80364496808.4917,86213404736.2683,84971656584.2191,88212419056.2135,79095434532.3893,100880055314.088,106106515841.198,112979249155.76,120124470957.008,131273097926.655,139794995534.394,142848477165.543,134514606523.63,132236662829.521,142554932819.073,143825248464.354,154305960580.019,154032687049.334,159781646015.334,155998576426.364,189886453318.81,236404557120.921,267013515683.882,263806077608.265,241414733397.734,251924231889.751,250149270590.484,257094750715.671,275950444499.227,295247137692.706,350954897823.996,370385648754.643,417139734378.395,518446502454.733,660984359798.94,689193849615.14,812643181816.468,985781493180.262,1078225916784.49,1158875786654.13,1203001172475.52,1208022245869.21,1193663915926.59,1222244984090.73,1287514251758.01,1340990438093.23,1465802364883.9,1649185995655.67,,
Early-demographic dividend,EAR,,,,,,61778272917.8049,57629693058.6047,62868180416.1347,65491773241.3878,71578644542.4675,73329973502.4588,75932086263.9414,79968920924.1847,100167751734.07,123318820408.542,129626061249.688,125853656051.196,143973149624.669,159385899347.45,179997930918.864,197211517658.924,213130323474.352,208563328199.024,214980045039.814,214108514363.331,223799586021.095,237510537858.071,239423004980.405,252919777238.71,254200676490.355,279846361173.928,272320078053.76,283716099917.306,291857303839.547,307779646747.524,328544571253.023,360417224183.469,361937260815.513,352231950579.215,351223784342.974,352184804726.121,344704843360.536,346068502372.899,388204291778.579,423294430814.889,471977286198.669,524352880848.47,634225721160.102,704779132117.354,749373081118.755,902943930750.929,959476167200.929,977936071954.772,999382575413.526,1046084599157,1065950361758.53,1133131330329.19,1211143365915.32,1184903112620.77,1246545817598.92,1274161965495.53,1418316703363.06,,
East Asia & Pacific,EAS,38586094220.4835,46272127429.5305,46030950398.2965,51472850019.1187,56646317850.5718,64077541407.3945,69854057947.6138,71276335837.8285,73930567594.1005,76753115984.5838,80944625578.6476,84499610787.1018,93463716294.0999,117687826980.674,131002624481.899,141172251520.676,143084045983.621,150975098473.981,142454820252.643,179877997162.201,182094913181.033,195300364429.956,205415852215.473,221990915794.781,235220537599.24,239929275056.164,229012634690.502,230930786879.835,255387830326.96,263055982424.076,278059005804.205,275749505870.797,285480185057.323,281901353362.585,335248243419.454,383687064679.574,406893280485.07,384400954504.409,346154438144.469,370021830129.332,372465694578.116,360405277156.46,379370385099.926,399447282650.092,465576432068.075,480708740108.106,526040798271.485,627194795767.205,775786778314.149,803169404121.118,943830191949.399,1132594546801.96,1230584663441.8,1302420944645.72,1335379124016.92,1333609058962.35,1328357505596.79,1367730126458.28,1428640309614.33,1474185450886.93,1598864795710.94,1804196699188.82,,
